Cluster.ID,Parent,TaxIDs,GIs,Genera,L.min,L.max,MAD,Defline.of.longest.sequence
503,314293,13,64,13,644,880,0.7807173295,"Gorilla gorilla OR13C6p-like gene, partial sequence"
522,9443,13,63,13,655,685,0.9728189086,"Papio papio clone OLG_36 olfactory receptor-like protein gene, partial sequence"
545,,13,61,5,500,684,0.9164988975,Macaca sylvanus mitochondrial genome
562,,13,60,5,406,1569,0.7621308689,"Erythrocebus patas voucher NHMUK:ZD.1935.10.22.23 mitochondrion, partial genome"
619,38069,13,54,3,316,557,0.7736884101,"Callicebus caligatus isolate CCG-1 MBD5 gene, partial sequence"
624,38069,13,53,3,446,564,0.9673491235,"Callicebus caligatus isolate CCG-1 FOXP1 gene, partial sequence"
625,38069,13,53,3,384,476,0.9366180434,"Callicebus cupreus isolate CCU-2 FES gene, partial sequence"
626,38069,13,53,3,585,726,0.9464629139,"Callicebus caligatus isolate CCG-1 DENND5A gene, partial sequence"
649,38069,13,52,3,591,643,0.9780775212,"Callicebus moloch isolate CMH-1 SIM1 gene, partial sequence"
650,38069,13,52,3,558,663,0.9508643694,"Callicebus caligatus isolate CCG-1 MAPKAP1 gene, partial sequence"
652,38069,13,52,3,286,412,0.9531366692,"Callicebus caligatus isolate CCG-1 ADORA3 gene, partial sequence"
660,38069,13,51,3,612,683,0.983492665,"Callicebus cupreus isolate CCU-2 RPGRIP1 gene, partial sequence"
686,38069,13,50,3,478,637,0.9039246468,"Callicebus moloch isolate CMH-1 NPAS3.2 gene, partial sequence"
709,9577,13,48,3,624,681,0.9979197259,"Hylobates agilis mitochondrial DNA, complete genome"
729,38069,13,46,3,404,590,0.7982682388,"Callicebus caligatus isolate CCG-1 SGMS1 gene, partial sequence"
730,38069,13,46,3,592,760,0.9789187643,"Callicebus caligatus isolate CCG-1 ERC2 gene, partial sequence"
731,38069,13,46,3,349,428,0.8912027631,"Callicebus cupreus isolate CCU-2 CREM gene, partial sequence"
733,9506,13,46,1,548,1140,0.9049199085,"Ateles belzebuth mitochondrion, complete genome"
749,38069,13,45,3,633,825,0.9679461279,"Callicebus caligatus isolate CCG-1 ABCA1 gene, partial sequence"
756,38069,13,44,3,627,1077,0.9276188064,"Callicebus caligatus isolate CCG-1 RAG1 gene, partial sequence"
780,38069,13,43,3,384,540,0.9722222222,"Callicebus cupreus isolate CCU-2 NEGR1 gene, partial sequence"
816,38069,13,41,3,594,732,0.955950953,"Callicebus caligatus isolate CCG-1 FAM123B gene, partial sequence"
831,38069,13,40,3,303,540,0.8944907407,"Callicebus caligatus isolate CCG-1 DMRT1 gene, partial sequence"
837,9569,13,40,7,511,611,0.9732405892,Semnopithecus hypoleucos isolate CES09373 anonymous intergenic region X2 genomic sequence
871,9569,13,38,7,409,602,0.8176691729,Rhinopithecus avunculus chromosome X marker marker X37 genomic sequence
908,9528,13,37,2,426,441,0.9742599743,"Macaca nigra isolate 661 natural resistance-associated macrophage protein 1 (NRAMP) gene, partial cds"
973,,13,34,5,955,957,0.9982789354,"Erythrocebus patas voucher NHMUK:ZD.1935.10.22.23 mitochondrion, partial genome"
1095,314293,13,29,13,482,957,0.7034554823,"Gorilla gorilla isolate PPOR1D9P olfactory receptor pseudogene, complete sequence"
1146,314293,13,28,8,288,555,0.7042471042,"Hylobates concolor gene for dopamine receptor D4, partial cds, drd4 8-repeat allele"
1167,54136,13,27,1,394,1545,0.900874985,"Trachypithecus obscurus mitochondrion, complete genome"
1175,314293,13,27,13,641,668,0.9942891994,"Cercopithecus aethiops clone OLG_22 olfactory receptor-like protein gene, partial sequence"
1178,376911,13,26,8,513,705,0.8776868522,"Lemur catta voucher PL-IGAB-ZI68 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
1195,54136,13,26,1,386,957,0.9471103609,"Trachypithecus phayrei phayrei mitochondrion, partial genome"
1448,9443,13,21,12,588,611,0.9768529343,"Aotus azarai ubiquinol-cytochrome c oxidoreductase subunit 9 and Rieske iron sulfur protein (ISP) gene, complete cds"
1449,9443,13,21,12,1099,1190,0.9480192077,"Pongo abelii alcohol dehydrogenase 1A (class I), alpha polypeptide (ADH1A), mRNA"
1584,376917,13,18,8,804,951,0.9416403785,"Otolemur crassicaudatus isolate OCR-1 AXIN1 gene, partial sequence"
1785,9445,13,16,4,674,950,0.8984868421,"Varecia variegata variegata thyroxine-binding prealbumin (TTR) gene, intron 1"
1817,9443,13,16,11,879,1017,0.965339233,"Nomascus gabriellae isolate NgabriTA5 trace amine-associated receptor 5 (TAAR5) pseudogene, complete sequence"
1829,376917,13,15,8,604,658,0.9717325228,"Galago moholi voucher ABSHER009f SIM1 gene, intron"
1830,376917,13,15,8,428,614,0.8781758958,"Galago moholi isolate GMO-4 SGMS1 gene, partial sequence"
1831,376917,13,15,8,550,627,0.9585326954,"Galago moholi isolate GMO-4 POLA1 gene, partial sequence"
1832,376917,13,15,8,630,662,0.97693857,"Galago matschiei voucher FMNH_148985 NPAS3.2 gene, intron"
1833,376917,13,15,8,562,719,0.9393602225,"Galago thomasi isolate GTH-1 FBN1 gene, partial sequence"
1834,376917,13,15,8,411,736,0.952807971,"Galago matschiei voucher FMNH_148985 APC membrane recruitment protein 1 (FAM123B) gene, partial cds"
1835,376917,13,15,8,558,733,0.8950432015,"Perodicticus potto isolate PEP-2 DENND5A gene, partial sequence"
1877,9443,13,15,12,413,630,0.9123809524,"Leontopithecus rosalia TLR4 gene for toll-like receptor 4, partial cds"
1879,314293,13,15,12,352,747,0.5429718876,"Hylobates lar saitohin (STH) gene, complete cds"
1882,314293,13,15,9,361,376,0.979964539,"Ateles geoffroyi gene for immunoglobulin alpha heavy chain, partial cds, isolate:UTS437"
1893,376911,13,14,13,1197,1249,0.9837012467,Lemur catta partial VWF gene for von Willebrand factor
1897,376917,13,14,8,292,390,0.8976190476,"Perodicticus potto isolate PEP-2 CHRNA1 gene, partial sequence"
1901,376917,13,14,8,423,510,0.9480392157,"Galago matschiei voucher FMNH_148985 AFF2 gene, intron"
1997,,13,14,5,475,819,0.6099773243,"Macaca arctoides tyrosinase genes, partial cds"
2011,314293,13,14,10,260,412,0.702149792,"Gorilla gorilla isolate Snowflake tyrosinase (Tyr) gene, complete cds"
2023,376915,13,13,7,798,831,0.9850041655,"Lepilemur dorsalis isolate LDO-1 LRPPRC_169 gene, partial sequence"
2025,376915,13,13,7,520,527,0.9963508977,"Eulemur fulvus rufus 16S ribosomal RNA gene, mitochondrial gene for mitochondrial RNA, partial sequence"
2026,376915,13,13,8,364,391,0.984261263,"Propithecus tattersalli isolate PTA-1 CHRNA1 gene, partial sequence"
2028,9445,13,13,4,616,620,0.9978908189,"Varecia rubra isolate VVA-7 POLA1 gene, partial sequence"
2029,9445,13,13,4,431,541,0.983790701,"Eulemur fulvus albifrons isolate EFL-7 NEGR1 gene, partial sequence"
2030,9445,13,13,4,579,662,0.9795491518,"Eulemur fulvus fulvus isolate EFL-4 MAPKAP1 gene, partial sequence"
2031,9445,13,13,4,483,495,0.9861693862,"Eulemur rufus isolate ERF-1 AFF2 gene, partial sequence"
2070,9569,13,13,8,718,753,0.9891715191,"Colobus guereza isolate CGU-7 UTY gene, partial sequence"
2071,9569,13,13,8,539,1037,0.8947407462,"Rhinopithecus brelichi isolate RBR-1 KDM5D gene, partial sequence"
2098,,13,13,5,462,557,0.965198177,"Macaca cyclopis isolate MCY-3 ZIC3 gene, partial sequence"
2099,,13,13,5,611,613,0.9988706237,"Macaca maura isolate MCA-1 USH2A gene, partial sequence"
2100,,13,13,5,314,343,0.9838528818,"Erythrocebus patas isolate EPA-9 KDM5C gene, partial sequence"
2101,,13,13,5,567,614,0.9650463543,"Macaca nigra isolate MNG-3 SGMS1 gene, partial sequence"
2102,,13,13,5,677,710,0.9858071506,"Erythrocebus patas isolate EPA-9 RPGRIP1 gene, partial sequence"
2103,,13,13,5,467,552,0.9239130435,"Macaca sylvanus isolate MSY-3 RAG2 gene, partial sequence"
2104,,13,13,5,1077,1077,1,"Allenopithecus nigroviridis isolate ANI-1 RAG1 gene, partial sequence"
2105,,13,13,5,723,733,0.9986357435,"Allenopithecus nigroviridis isolate ANI-1 DENND5A gene, partial sequence"
2106,,13,13,5,611,614,0.9977449261,"Allenopithecus nigroviridis isolate ANI-1 POLA1 gene, partial sequence"
2107,,13,13,5,576,659,0.9779386016,"Macaca nigra isolate MNG-3 NPAS3.2 gene, partial sequence"
2108,,13,13,5,588,605,0.9919898284,"Callithrix pygmaea isolate CPY-5 NPAS3 gene, partial sequence"
2109,,13,13,5,490,541,0.9927484715,"Allenopithecus nigroviridis isolate ANI-1 NEGR1 gene, partial sequence"
2110,,13,13,5,549,558,0.9976564654,"Allenopithecus nigroviridis isolate ANI-1 MBD5 gene, partial sequence"
2111,,13,13,5,747,800,0.9894230769,"Erythrocebus patas isolate EPA-9 LRPPRC_171 gene, partial sequence"
2112,,13,13,5,591,640,0.9721153846,"Macaca arctoides isolate MAC-1 KCNMA1 gene, partial sequence"
2113,,13,13,5,433,478,0.9859993563,"Allenopithecus nigroviridis isolate ANI-1 FES gene, partial sequence"
2114,,13,13,5,729,741,0.9884771099,"Callithrix pygmaea isolate CPY-5 FAM123B gene, partial sequence"
2115,,13,13,5,475,538,0.9859879897,"Allenopithecus nigroviridis isolate ANI-1 DMRT1 gene, partial sequence"
2116,,13,13,5,574,608,0.9810222672,"Callithrix pygmaea isolate CPY-5 DCTN2 gene, partial sequence"
2117,,13,13,5,1000,1000,1,"Allenopithecus nigroviridis isolate ANI-1 CNR1 gene, partial sequence"
2118,,13,13,5,671,789,0.9373111046,"Macaca tonkeana isolate MTO-6 BCOR gene, partial sequence"
2119,,13,13,5,998,999,0.9990759991,"Theropithecus gelada isolate TGE-2 BCHE gene, partial sequence"
2120,,13,13,5,932,951,0.994823263,"Callithrix pygmaea isolate CPY-5 AXIN1 gene, partial sequence"
2121,,13,13,5,611,687,0.9371850857,"Macaca siberu isolate MSE-1 APP gene, partial sequence"
2122,,13,13,5,426,494,0.9830270944,"Allenopithecus nigroviridis isolate ANI-1 AFF2 gene, partial sequence"
2123,,13,13,5,363,413,0.9675917303,"Macaca maura isolate MCA-1 ADORA3 gene, partial sequence"
2124,,13,13,5,508,821,0.6567038321,"Callithrix pygmaea isolate CPY-5 ABCA1 gene, partial sequence"
2130,314293,13,13,10,285,288,0.9911858974,"Ateles fusciceps beta-defensin 104 (DEFB104) mRNA, complete cds"
2132,314293,13,13,13,451,474,0.9863680623,"Leontopithecus chrysomelas NIN (NIN) gene, exon 18 and partial cds"
2133,9443,13,13,13,327,1946,0.6223021583,"Aotus azarai PIWIL3 gene, exons 16, 18 through 20 and partial cds"
2136,9443,13,13,10,631,675,0.9815384615,"Lemur catta ATP7A (ATP7A) gene, partial cds"
130,30599,12,213,3,1378,1383,0.9967954267,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
172,9443,12,174,3,921,1130,0.8450869698,"Gorilla gorilla V1RL2 pseudogene, partial sequence"
268,13513,12,128,1,348,348,1,"Eulemur fulvus fulvus mitochondrial DNA, complete genome"
269,13513,12,128,1,297,297,1,"Eulemur fulvus fulvus mitochondrial DNA, complete genome"
270,13513,12,128,1,1378,1381,0.9978616039,Eulemur mongoz complete mitochondrial genome
322,,12,117,4,573,1096,0.6607009171,"Theropithecus gelada mitochondrion, complete genome"
355,314293,12,105,9,297,1134,0.6364407491,"Hylobates concolor endogenous virus HERV-K11q12 clone JFH59 5' LTR, complete sequence"
651,38069,12,52,3,522,681,0.8990737603,"Callicebus nigrifrons isolate CNI-1 APP gene, partial sequence"
691,314293,12,50,12,256,1923,0.2750390016,"Macaca fascicularis MHC class I chain-related protein (Mafa-MIC1) gene, Mafa-MIC1*10 allele, partial cds"
693,314295,12,50,3,754,759,0.9973913043,Hylobates agilis isolate 1135 noncoding region 12 genomic sequence
717,38069,12,47,3,507,706,0.945904406,"Callicebus nigrifrons isolate CNI-1 RAG2 gene, partial sequence"
754,,12,45,4,511,784,0.8992346939,Macaca sylvanus mitochondrial genome
796,38069,12,42,3,710,879,0.9318760496,"Callicebus caligatus isolate CCG-1 ZFX gene, partial sequence"
923,9577,12,36,3,252,439,0.7160212604,"Hoolock leuconedys x Hoolock tianxing cytochrome b (CYTB) gene, partial cds; mitochondrial"
974,,12,34,4,346,346,1,Macaca sylvanus mitochondrial genome
975,,12,34,4,1283,1378,0.9975241185,Macaca sylvanus mitochondrial genome
989,,12,33,4,1806,1812,0.9984948826,Macaca sylvanus mitochondrial genome
998,54136,12,32,1,1064,1227,0.8922931948,"Trachypithecus shortridgei mitochondrion, complete genome"
1005,,12,32,4,1042,1044,0.998204023,"Macaca sylvanus mitochondrion, complete genome"
1006,,12,32,4,572,681,0.9949981645,Macaca sylvanus mitochondrial genome
1007,,12,32,4,519,528,0.9953835227,Macaca sylvanus mitochondrial genome
1014,9461,12,31,4,381,974,0.8143670928,"Loris tardigradus mitochondrial DNA, complete genome"
1060,376911,12,29,8,853,863,0.9915291485,"Avahi occidentalis isolate ANK33 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product"
1063,376915,12,29,8,853,863,0.9915291485,"Avahi occidentalis isolate ANK33 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product"
1091,376915,12,29,8,853,863,0.9915291485,"Avahi occidentalis isolate ANK33 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product"
1237,54136,12,25,1,1542,1580,0.9874936709,"Trachypithecus phayrei phayrei mitochondrion, partial genome"
1238,54136,12,25,1,500,685,0.9878540146,Trachypithecus shortridgei nuclear copy of mitochondrial genome and flanking genomic sequence
1272,54136,12,24,1,955,957,0.9982149077,"Trachypithecus obscurus mitochondrion, complete genome"
1273,54136,12,24,1,1042,1045,0.9974880383,Trachypithecus shortridgei nuclear copy of mitochondrial genome and flanking genomic sequence
1274,54136,12,24,1,680,684,0.9962231969,"Trachypithecus phayrei phayrei mitochondrion, partial genome"
1275,54136,12,24,1,784,784,1,"Trachypithecus obscurus mitochondrion, complete genome"
1276,54136,12,24,1,1800,1806,0.9997462163,"Trachypithecus obscurus mitochondrion, complete genome"
1277,54136,12,24,1,521,528,0.9941603535,"Trachypithecus phayrei phayrei mitochondrion, partial genome"
1295,9443,12,24,12,648,658,0.9986068896,"Eulemur mongoz clone OLG_14 olfactory receptor-like protein gene, partial sequence"
1499,314293,12,20,12,664,668,0.9983532934,"Alouatta caraya clone OLG_27 olfactory receptor-like protein gene, partial sequence"
1583,376917,12,18,7,480,585,0.9165242165,"Galago senegalensis isolate GSE-1 DCTN2 gene, partial sequence"
1675,376917,12,17,8,600,709,0.9466522857,"Galago thomasi isolate GTH-1 LUC7L gene, partial sequence"
1779,9528,12,17,4,575,1083,0.7106077888,"Cercopithecus aethiops G-protein coupled receptor (GPR15) gene, complete cds"
1781,376917,12,16,7,365,415,0.9578313253,"Otolemur crassicaudatus isolate OCR-1 ADORA3 gene, partial sequence"
1846,378855,12,15,4,651,709,0.9658674189,"Lagothrix cana isolate LAC-2 RPGRIP1 gene, partial sequence"
1847,378855,12,15,4,686,725,0.9844597701,"Alouatta palliata isolate APL-1 DENND5A gene, partial sequence"
1881,314293,12,15,12,1986,1989,0.9993966817,"Aotus trivirgatus myxovirus (influenza virus) resistance 1 (MxA) mRNA, complete cds"
1894,376917,12,14,8,429,561,0.8878278584,"Otolemur crassicaudatus isolate OCR-1 ZIC3 gene, partial sequence"
1895,376917,12,14,8,435,760,0.8004699248,"Galago moholi isolate GMO-4 RAG2 gene, partial sequence"
1896,376917,12,14,7,572,628,0.96633303,"Loris tardigradus isolate LTA-2 DACH1 gene, partial sequence"
1898,376917,12,14,8,648,789,0.9503892812,"Otolemur crassicaudatus isolate OCR-1 BCOR gene, partial sequence"
1899,376917,12,14,7,394,534,0.9241573034,"Nycticebus bengalensis isolate NBE-1 ATXN7 gene, partial sequence"
1900,376917,12,14,7,471,674,0.8997456549,"Loris tardigradus isolate LTA-2 APP gene, partial sequence"
1933,38068,12,14,3,774,1440,0.7995039683,"Ateles fusciceps robustus isolate S061 recombination activating protein 1 (RAG1) gene, partial cds"
2017,376917,12,13,8,670,768,0.9615384615,"Perodicticus potto isolate PEP-2 LRPPRC_171 gene, partial sequence"
2018,376917,12,13,8,515,612,0.8865007541,"Euoticus elegantulus voucher AMNH_269911 ATP-binding cassette sub-family A (ABCA1) gene, intron"
2024,376915,12,13,6,335,487,0.9251303112,"Lepilemur dorsalis isolate LDO-1 FES gene, partial sequence"
2042,378855,12,13,4,426,819,0.5998872922,"Ateles paniscus tyrosinase and tyrosinase genes, partial cds"
2043,378855,12,13,4,444,711,0.7695553392,"Brachyteles arachnoides isolate BAR-1 RAG2 gene, partial sequence"
2044,378855,12,13,4,279,330,0.9526806527,"Lagothrix lagotricha isolate LLG-1 PNOC gene, partial sequence"
2045,378855,12,13,4,264,350,0.9615384615,"Alouatta palliata isolate APL-1 PLCB4 gene, partial sequence"
2046,378855,12,13,4,909,972,0.9872586261,"Ateles fusciceps EDG1 (EDG1) gene, partial cds"
2047,378855,12,13,4,371,432,0.963497151,"Alouatta sara isolate ASA-1 CREM gene, partial sequence"
2048,378855,12,13,4,990,1000,0.999,"Brachyteles arachnoides isolate BAR-1 CNR1 gene, partial sequence"
2049,378855,12,13,4,318,412,0.9228902166,"Lagothrix lagotricha isolate LLG-1 ADORA3 gene, partial sequence"
2129,314293,12,13,12,655,670,0.9948335247,"Autos azarai clone OLG_27 olfactory receptor-like protein gene, partial sequence"
2135,314293,12,13,12,1596,1623,0.994881274,"Miopithecus talapoin talapoin mitochondrial antiviral signaling protein (MAVS) mRNA, complete cds; nuclear gene for mitochondrial product"
2141,314293,12,13,11,352,1674,0.7953313115,"Hylobates lar cyclic GMP-AMP synthase mRNA, complete cds"
2150,376911,12,12,9,480,625,0.9354666667,"Lepilemur dorsalis isolate LDO-1 ZFX gene, partial sequence"
2165,9445,12,12,4,486,650,0.9314102564,"Eulemur fulvus albifrons isolate EFL-7 NPAS3.2 gene, partial sequence"
2185,378855,12,12,4,440,559,0.9403697078,"Alouatta sara isolate ASA-1 ZIC3 gene, partial sequence"
2186,378855,12,12,4,600,612,0.9957788671,"Lagothrix cana isolate LAC-2 USH2A gene, partial sequence"
2187,378855,12,12,4,276,339,0.9786135693,"Alouatta palliata isolate APL-1 KDM5C gene, partial sequence"
2188,378855,12,12,4,586,647,0.9786192684,"Ateles belzebuth chamek isolate ACM-1 SIM1 gene, partial sequence"
2189,378855,12,12,4,587,606,0.9825357536,"Ateles paniscus isolate APC-1 SGMS1 gene, partial sequence"
2190,378855,12,12,4,583,607,0.9924492037,"Ateles belzebuth isolate ABZ-1 POLA1 gene, partial sequence"
2191,378855,12,12,4,519,631,0.9145536186,"Brachyteles arachnoides isolate BAR-1 NPAS3.2 gene, partial sequence"
2192,378855,12,12,4,583,605,0.9805785124,"Lagothrix cana isolate LAC-2 NPAS3 gene, partial sequence"
2193,378855,12,12,4,475,541,0.9876771411,"Ateles belzebuth isolate ABZ-1 NEGR1 gene, partial sequence"
2194,378855,12,12,4,519,571,0.9697898424,"Ateles belzebuth chamek isolate ACM-1 FOXP1 gene, partial sequence"
2195,378855,12,12,4,395,480,0.94375,"Lagothrix lagotricha isolate LLG-1 FES gene, partial sequence"
2196,378855,12,12,4,482,542,0.9755535055,"Ateles belzebuth isolate ABZ-1 DMRT1 gene, partial sequence"
2197,378855,12,12,4,565,610,0.9692622951,"Ateles geoffroyi isolate AGO-2 DCTN2 gene, partial sequence"
2199,378855,12,12,4,486,495,0.9942760943,"Ateles belzebuth isolate ABZ-1 AFF2 gene, partial sequence"
2258,,12,12,4,572,647,0.9876352396,"Callithrix pygmaea isolate CPY-5 SIM1 gene, partial sequence"
2259,,12,12,4,258,330,0.9494949495,"Callithrix pygmaea isolate CPY-5 PNOC gene, partial sequence"
2260,,12,12,5,351,356,0.9948501873,"Macaca maura isolate MCA-1 PLCB4 gene, partial sequence"
2261,,12,12,4,623,702,0.9721035138,"Allenopithecus nigroviridis isolate ANI-1 LUC7L gene, partial sequence"
2262,,12,12,5,454,578,0.9574682814,"Allenopithecus nigroviridis isolate ANI-1 FOXP1 gene, partial sequence"
2263,,12,12,4,595,727,0.9715726731,"Allenopithecus nigroviridis isolate ANI-1 FBN1 gene, partial sequence"
2264,,12,12,5,685,761,0.9886114761,"Macaca sylvanus isolate MSY-3 ERC2 gene, partial sequence"
2265,,12,12,5,615,627,0.9930887826,"Callithrix pygmaea isolate CPY-5 DACH1 gene, partial sequence"
2266,,12,12,5,376,407,0.9621212121,"Erythrocebus patas isolate EPA-9 CHRNA1 gene, partial sequence"
2267,,12,12,5,719,799,0.9555694618,"Allenopithecus nigroviridis isolate ANI-1 CFTR gene, partial sequence"
2268,,12,12,5,1203,1264,0.9922863924,"Theropithecus gelada isolate TGE-2 BRCA2 gene, partial sequence"
2269,,12,12,4,575,589,0.9852857951,"Theropithecus gelada isolate TGE-2 AFF2.2 gene, partial sequence"
2271,314293,12,12,12,1485,1604,0.9589048213,"Saimiri boliviensis centromere protein J (CENPJ) gene, exon 7 and partial cds"
2274,9443,12,12,11,300,315,0.985978836,"Tarsius spectrum BMI1 (BMI1) gene, 3' UTR"
2279,314293,12,12,12,266,1086,0.9361571516,"Aotus trivirgatus radical S-adenosyl methionine domain-containing protein 2 (RSAD2) mRNA, complete cds"
2283,314293,12,12,11,810,834,0.9946043165,"Chlorocebus aethiops apolipoprotein A-V (APOA5) gene, partial cds"
2285,314293,12,12,8,449,571,0.932428488,Trachypithecus hatinhensis chromosome X marker marker X2 genomic sequence
2286,314293,12,12,7,490,564,0.9599586288,Ateles geoffroyi anonymous intergenic region A5 genomic sequence
187,30599,11,166,2,348,348,1,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
188,30599,11,166,2,297,297,1,"Propithecus verreauxi coquereli mitochondrial DNA, complete genome"
189,13149,11,163,1,443,567,0.9589379037,"Microcebus murinus isolate MOR62 mitochondrial D-loop, partial sequence"
313,9526,11,118,5,363,1910,0.5564513266,"Chlorocebus aethiops isolate AGM serotonin receptor type 1B (HTR1B) gene, complete cds"
349,38070,11,108,2,585,1222,0.944027702,"Cebus unicolor voucher MPEG:43805 tRNA-Pro gene and D-loop, partial sequence; mitochondrial"
454,376918,11,70,1,549,696,0.9038998358,"Aotus azarai azarai cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial gene for mitochondrial product"
665,9569,11,51,6,378,806,0.6041697076,"Rhinopithecus roxellana RNASE1 pseudogene, complete sequence"
726,9445,11,46,5,955,957,0.9994093862,"Lemur catta mitochondrial ND1 gene for NADH dehydrogenase subunit 1, complete cds"
727,9445,11,46,5,1542,1542,1,"Hapalemur griseus mitochondrial gene for cytochrome C oxidase, complete cds"
728,376919,11,46,3,536,660,0.9824769433,"Cheracebus lugens voucher JPB81 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
732,38069,11,46,3,536,660,0.9824769433,"Cheracebus lugens voucher JPB81 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
742,9445,11,45,5,814,1579,0.984645697,"Varecia variegata variegata mitochondrial DNA, complete genome"
743,9445,11,45,5,1042,1044,0.9996381439,"Eulemur fulvus fulvus mitochondrial DNA, complete genome"
744,9445,11,45,5,681,681,1,"Eulemur fulvus fulvus mitochondrial DNA, complete genome"
745,9445,11,45,5,784,825,0.9521346801,Lemur catta mitochondrion complete mitochondrial genome
746,9445,11,45,5,1787,1815,0.99818794,Eulemur mongoz complete mitochondrial genome
747,9445,11,45,5,512,519,0.9967458788,"Eulemur fulvus fulvus mitochondrial DNA, complete genome"
773,40297,11,43,4,383,980,0.7565970574,"Galago senegalensis mitochondrial DNA, complete genome"
830,376918,11,40,1,1140,1140,1,"Aotus nancymaae mitochondrial cytb gene for cytochrome b, isolate M35"
888,314293,11,38,11,561,1617,0.7475832438,"Aotus nancymaae endogenous retrovirus group FRD member 1, envelope (ERVFRD-1), mRNA"
1093,9443,11,29,10,483,675,0.9148403576,"Cercopithecus aethiops clone OLG_43 olfactory receptor-like protein gene, partial sequence"
1163,591932,11,27,1,346,346,1,"Procolobus badius mitochondrion, complete genome"
1164,591932,11,27,1,297,297,1,"Procolobus badius mitochondrion, complete genome"
1165,591932,11,27,1,1378,1378,1,"Procolobus badius mitochondrion, complete genome"
1166,591932,11,27,1,1806,1806,1,"Procolobus badius mitochondrion, complete genome"
1168,,11,27,3,730,752,0.9899034673,"Erythrocebus patas isolate EPA-9 UTY gene, partial sequence"
1169,,11,27,1,573,573,1,"Macaca sylvanus NADH dehydrogenase subunit 4L gene, complete cds; and NADH dehydrogenase subunit 4 gene, partial cds; mitochondrial genes for mitochondrial products"
1249,376917,11,24,5,1470,1595,0.9878787879,"Nycticebus pygmaeus 16S ribosomal RNA gene, complete sequence; mitochondrial"
1294,9443,11,24,11,556,667,0.9921914043,"Eulemur mongoz clone OLG_66 olfactory receptor-like protein gene, partial sequence"
1320,378855,11,23,3,1197,1806,0.985338726,"Ateles belzebuth mitochondrion, complete genome"
1428,13513,11,21,1,437,494,0.985540775,"Eulemur rubriventer isolate Lrubf1ck casein kinase II beta subunit gene, intron sequence"
1497,9443,11,20,11,666,674,0.9974035608,"Cebus apella clone 1 olfactory receptor gene, partial cds"
1501,9479,11,20,4,362,847,0.8546635183,Cebus apella Alu insertion locus Cebidae6 genomic sequence
1658,314293,11,18,10,486,1014,0.6343962306,"Pan troglodytes clone 1e3p_chimp1 olfactory receptor-like gene, partial sequence"
1659,314293,11,18,11,654,676,0.9928500986,"Lagothrix lagotricha clone 14 olfactory receptor pseudogene, partial sequence"
1732,54136,11,17,1,455,605,0.928439475,"Trachypithecus cristatus SRY (SRY) gene, partial cds"
1814,,11,16,2,325,648,0.7608024691,"Macaca maura isolate WM005 ataxin 10 (ATXN10) gene, intron"
2001,9443,11,14,10,253,828,0.4263285024,"Saimiri sciureus zonadhesin mRNA, partial cds"
2125,,11,13,3,367,957,0.8323285909,"Erythrocebus patas isolate EPA-9 ZFY gene, partial sequence"
2128,9443,11,13,10,755,978,0.8592889728,"Pan troglodytes TAS2R7 gene for taste receptor, type 2, member 7, complete cds, haplotype: 7"
2131,314293,11,13,9,500,1568,0.5330160911,Pan paniscus vomeronasal type-1 receptor 1 pseudogene (VN1R1) on chromosome 19
2137,9443,11,13,10,419,723,0.742313012,"Aotus trivirgatus transient receptor potential channel 2 (TRPC2) gene, complete cds"
2151,376911,11,12,7,633,753,0.9607127047,"Nycticebus pygmaeus isolate NPY-1 UTY gene, partial sequence"
2152,376911,11,12,7,606,952,0.9393382353,"Lepilemur dorsalis isolate LDO-1 KDM5D gene, partial sequence"
2155,376917,11,12,8,610,713,0.950911641,"Arctocebus calabarensis isolate ACL-1 RPGRIP1 gene, partial sequence"
2156,376917,11,12,7,262,341,0.9574780059,"Galagoides zanzibaricus voucher GZ-UD-002 prepronociceptin (PNOC) gene, partial cds"
2157,376917,11,12,8,539,768,0.9052734375,"Perodicticus potto isolate PEP-2 ERC2 gene, partial sequence"
2198,378855,11,12,4,714,998,0.9448897796,"Ateles geoffroyi isolate AGO-2 BCHE gene, partial sequence"
2214,9533,11,12,1,369,570,0.8543859649,"Cercopithecus petaurista brain-derived neurotrophic factor (BDNF) gene, partial cds"
2270,9443,11,12,11,1075,1973,0.8041054232,TSA: Callithrix jacchus HIPPO_01287 mRNA sequence
2296,376917,11,11,7,447,628,0.8003763752,"Galago senegalensis isolate GSE-1 KCNMA1 gene, partial sequence"
2339,376919,11,11,5,573,613,0.9612931929,"Callicebus cupreus isolate CCU-2 DCTN2 gene, partial sequence"
2340,376919,11,11,5,485,495,0.987144169,"Callicebus caligatus isolate CCG-1 AFF2 gene, partial sequence"
